name_2,name_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,map_image,name_3_clean,jakarta_region,rainfall_soil_interaction,elevation_risk,vegetation_elevation_risk,extreme_weather,monsoon_season,urban_density_risk
jakarta selatan,setiabudi,45.261,71.501,36.98,17.99,Built-up,0.294,0.133,38.454,2024,2,0,-6.2196,106.83,RGB_Setiabudi2024.tif,setiabudi,Jakarta Selatan,2749.4994540000002,0.05265929436545551,0.037177461822011586,0,1,3.030042918454935
jakarta selatan,tebet,43.403,68.935,36.98,17.948,Built-up,0.229,0.137,38.454,2024,2,0,-6.2289,106.8509,RGB_Tebet2024.tif,tebet,Jakarta Selatan,2650.82649,0.05277601857715854,0.04069031032298923,0,1,3.2531645569620253
jakarta timur,cakung,44.514,67.209,35.73,7.969,Built-up,0.27,0.102,38.454,2024,2,0,-6.1885,106.9409,RGB_Cakung2024.tif,cakung,Jakarta Timur,2584.454886,0.11149514996097669,0.08139145947151298,0,1,3.6138613861386135
jakarta timur,cipayung,45.657,69.205,35.73,48.413,Built-up,0.37,0.257,41.497,2024,2,0,-6.3253,106.9036,RGB_Cipayung_2024(1).tif,cipayung,Jakarta Timur,2871.799885,0.02023758929836278,0.012749681257968552,0,1,1.7647058823529413
jakarta timur,ciracas,45.375,69.205,35.73,53.48,Built-up,0.298,0.263,41.497,2024,2,0,-6.3339,106.8784,RGB_Ciracas2024.tif,ciracas,Jakarta Timur,2871.799885,0.018355359765051395,0.012885462555066078,0,1,1.9338842975206612
jakarta timur,durensawit,43.382,64.549,35.73,16.888,Built-up,0.204,0.139,38.495,2024,2,0,-6.2325,106.9206,RGB_DurenSawit2024.tif,durensawit,Jakarta Timur,2484.813755,0.05590339892665473,0.04449910554561717,0,1,3.3305439330543933
jakarta timur,jatinegara,42.729,68.003,35.73,18.159,Built-up,0.206,0.126,38.454,2024,2,0,-6.2273,106.8774,RGB_Jatinegara2024.tif,jatinegara,Jakarta Timur,2614.987362,0.05219479095986221,0.04144266402213059,0,1,3.5132743362831858
jakarta timur,kramatjati,41.978,64.41,35.73,30.295,Built-up,0.245,0.152,41.217,2024,2,0,-6.2763,106.8654,RGB_Cakung2024.tif,kramatjati,Jakarta Timur,2654.7869699999997,0.031953986259785905,0.02412525962613836,0,1,2.996031746031746
jakarta timur,makasar,42.319,64.689,35.73,25.658,Built-up,0.312,0.16,40.834,2024,2,0,-6.2663,106.8911,RGB_Makasar2024.tif,makasar,Jakarta Timur,2641.510626,0.037512191462225224,0.02580838772601095,0,1,2.6461538461538456
jakarta timur,matraman,42.927,67.878,35.73,12.702,Built-up,0.191,0.132,38.454,2024,2,0,-6.2036,106.8645,RGB_Matraman2024.tif,matraman,Jakarta Timur,2610.180612,0.07298204641658153,0.05904247555101445,0,1,3.487068965517241
jakarta timur,pasarrebo,45.065,69.821,35.73,48.623,Built-up,0.288,0.252,41.497,2024,2,0,-6.3264,106.8573,RGB_Cakung2024.tif,pasarrebo,Jakarta Timur,2897.362037,0.020151945670354474,0.014348185317292384,0,1,2.022727272727273
jakarta timur,pulogadung,43.613,67.826,35.73,10.47,Built-up,0.26,0.136,38.454,2024,2,0,-6.1932,106.889,RGB_Cakung2024.tif,pulogadung,Jakarta Timur,2608.1810039999996,0.08718395815170009,0.06451612903225806,0,1,3.1355932203389827
jakarta pusat,cempakaputih,43.607,67.45,37.65,8.401,Built-up,0.215,0.095,38.454,2024,2,0,-6.1809,106.8681,RGB_CempakaPutih2024.tif,cempakaputih,Jakarta Pusat,2593.7223000000004,0.10637166258908627,0.08350175513243273,0,1,4.0256410256410255
jakarta pusat,gambir,41.789,62.086,37.65,7.605,Built-up,0.226,0.061,38.454,2024,2,0,-6.1715,106.8181,RGB_Gambir2024.tif,gambir,Jakarta Pusat,2387.455044,0.11621150493898895,0.08994770482277745,0,1,4.807453416149069
jakarta pusat,joharbaru,43.598,67.423,37.65,8.969,Built-up,0.165,0.076,38.454,2024,2,0,-6.1821,106.8546,RGB_JoharBaru2024.tif,joharbaru,Jakarta Pusat,2592.6840420000003,0.10031096398836394,0.08375965493028388,0,1,4.744318181818182
jakarta pusat,kemayoran,43.285,66.54,37.65,6.168,Built-up,0.207,0.103,38.454,2024,2,0,-6.1627,106.8558,RGB_Kemayoran2024.tif,kemayoran,Jakarta Pusat,2558.7291600000003,0.13950892857142858,0.11063058035714286,0,1,3.9064039408866993
jakarta pusat,menteng,42.877,65.448,37.65,10.741,Built-up,0.285,0.099,38.454,2024,2,0,-6.1958,106.8353,RGB_Menteng2024.tif,menteng,Jakarta Pusat,2516.737392,0.08517162081594414,0.06089770888340006,0,1,3.592964824120603
jakarta pusat,sawahbesar,43.458,67.032,37.65,7.059,Built-up,0.19,0.09,38.454,2024,2,0,-6.1539,106.8332,RGB_SawahBesar2024.tif,sawahbesar,Jakarta Pusat,2577.6485279999997,0.12408487405385282,0.10050874798362079,0,1,4.2631578947368425
jakarta pusat,senen,42.682,64.846,37.65,10.007,Built-up,0.204,0.092,38.454,2024,2,0,-6.1842,106.8459,RGB_Senen2024.tif,senen,Jakarta Pusat,2493.588084,0.09085127646043427,0.07231761606250568,0,1,4.145833333333333
jakarta pusat,tanahabang,44.522,68.878,37.65,12.45,Built-up,0.315,0.13,38.454,2024,2,0,-6.2054,106.8094,RGB_TanahAbang2024.tif,tanahabang,Jakarta Pusat,2648.634612,0.07434944237918216,0.05092936802973978,0,1,2.9782608695652173
jakarta barat,cengkareng,38.664,67.759,36.57,5.286,Built-up,0.24,0.059,38.154,2024,3,0,-6.1515,106.7369,RGB_Tamansari2024(2).tif,cengkareng,Jakarta Barat,2585.276886,0.15908367801463572,0.12090359529112314,0,1,4.779874213836478
jakarta barat,grogolpetamburan,41.134,73.053,37.11,6.01,Built-up,0.188,0.06,38.154,2024,3,0,-6.1634,106.7865,RGB_Tamansari2024(2).tif,grogolpetamburan,Jakarta Barat,2787.264162,0.14265335235378032,0.11583452211126963,0,1,5.075
jakarta barat,kalideres,38.672,66.804,35.98,5.258,Built-up,0.267,0.071,38.154,2024,3,0,-6.1346,106.7039,RGB_Tamansari2024(2).tif,kalideres,Jakarta Barat,2548.839816,0.15979546180888463,0.11713007350591242,0,1,4.286549707602339
jakarta barat,kebonjeruk,41.873,75.594,37.51,10.059,Built-up,0.267,0.118,38.154,2024,3,0,-6.1895,106.7691,RGB_Tamansari2024(2).tif,kebonjeruk,Jakarta Barat,2884.213476,0.09042408897730356,0.0662808572203635,0,1,3.3623853211009176
jakarta barat,kembangan,40.16,72.313,36.92,10.349,Built-up,0.332,0.126,38.154,2024,3,0,-6.1982,106.7418,RGB_Tamansari2024(2).tif,kembangan,Jakarta Barat,2759.0302020000004,0.08811349017534584,0.05885981143713101,0,1,2.9557522123893802
jakarta barat,palmerah,41.727,75.022,37.96,10.559,Built-up,0.232,0.122,38.154,2024,3,0,-6.1917,106.7956,RGB_Tamansari2024(2).tif,palmerah,Jakarta Barat,2862.3893880000005,0.08651267410675664,0.0664417337139891,0,1,3.4594594594594597
jakarta barat,tamansari,39.417,68.669,36.85,6.894,Tree cover,0.145,0.061,38.154,2024,3,0,-6.1481,106.8184,RGB_Tamansari2024(2).tif,tamansari,Jakarta Barat,2619.997026,0.12667848999239928,0.10831010894350138,0,1,5.31055900621118
jakarta barat,tambora,39.76,69.2,36.92,5.895,Built-up,0.15,0.048,38.154,2024,3,0,-6.1475,106.8035,RGB_Tamansari2024(2).tif,tambora,Jakarta Barat,2640.2568000000006,0.14503263234227703,0.12327773749093547,0,1,5.743243243243242
jakarta utara,cilincing,38.04,64.845,34.54,3.19,Built-up,0.271,0.068,38.154,2024,3,0,-6.1243,106.9421,RGB_Cilincing2024.tif,cilincing,Jakarta Utara,2474.0961300000004,0.23866348448687355,0.1739856801909308,0,1,4.3392857142857135
jakarta utara,kelapagading,41.057,70.851,36.29,5.514,Built-up,0.228,0.062,38.154,2024,3,0,-6.161,106.9037,RGB_KelapaGading2024.tif,kelapagading,Jakarta Utara,2703.2490540000003,0.15351550506601166,0.11851396991096101,0,1,4.765432098765432
jakarta utara,koja,38.178,63.974,35.16,3.739,Built-up,0.148,0.063,38.154,2024,3,0,-6.1215,106.905,RGB_Koja2024.tif,koja,Jakarta Utara,2440.863996,0.21101498206372654,0.17978476471829502,0,1,5.226993865030675
jakarta utara,pademangan,38.435,65.875,33.74,3.198,Built-up,0.252,0.104,38.154,2024,3,0,-6.1301,106.8381,RGB_Pademangan2024.tif,pademangan,Jakarta Utara,2513.3947500000004,0.23820867079561694,0.17818008575512148,0,1,3.6666666666666665
jakarta utara,penjaringan,39.793,68.668,33.84,3.083,Built-up,0.27,0.074,38.154,2024,3,0,-6.115,106.7639,RGB_Penjaringan2024.tif,penjaringan,Jakarta Utara,2619.9588720000006,0.24491795248591722,0.17879010531471956,0,1,4.195402298850575
jakarta utara,tanjungpriok,38.334,65.053,34.31,4.06,Built-up,0.184,0.101,38.154,2024,3,0,-6.1319,106.875,RGB_TanjungPriok2024.tif,tanjungpriok,Jakarta Utara,2482.032162,0.19762845849802374,0.1612648221343874,0,1,4.059701492537314
jakarta selatan,cilandak,42.599,78.665,36.79,37.329,Built-up,0.399,0.193,41.151,2024,3,0,-6.2927,106.7933,RGB_Cilandak2024.tif,cilandak,Jakarta Selatan,3237.1434150000005,0.026089905815440007,0.015680033395079444,0,1,2.0511945392491464
jakarta selatan,jagakarsa,41.586,77.987,36.09,57.304,Built-up,0.414,0.27,41.151,2024,3,0,-6.334,106.8224,RGB_Jagakarsa2024.tif,jagakarsa,Jakarta Selatan,3209.243037,0.017151481888035124,0.010050768386388584,0,1,1.583783783783784
jakarta selatan,kebayoranbaru,42.147,78.085,37.13,22.272,Built-up,0.342,0.16,39.067,2024,3,0,-6.2447,106.8014,RGB_KebayoranBaru2024.tif,kebayoranbaru,Jakarta Selatan,3050.5466949999995,0.042970092815400485,0.028274321072533515,0,1,2.53076923076923
jakarta selatan,kebayoranlama,42.251,77.751,37.35,25.395,Built-up,0.343,0.143,39.714,2024,3,0,-6.2495,106.7801,RGB_KebayoranLama2024.tif,kebayoranlama,Jakarta Selatan,3087.803214,0.03788596325061565,0.024891077855654482,0,1,2.7037037037037037
jakarta selatan,mampangprapatan,41.777,78.157,37.42,21.604,Built-up,0.295,0.146,39.518,2024,3,0,-6.2523,106.821,RGB_MampangPrapatan2024.tif,mampangprapatan,Jakarta Selatan,3088.608326,0.04423995752964077,0.031189170058396748,0,1,2.8658536585365857
jakarta selatan,pancoran,39.966,74.911,37.73,25.372,Built-up,0.297,0.19,40.097,2024,3,0,-6.2553,106.8436,RGB_Pancoran2024.tif,pancoran,Jakarta Selatan,3003.7063670000002,0.03791900500530866,0.02665706051873199,0,1,2.424137931034483
jakarta selatan,pasarminggu,40.886,76.703,37.09,35.89,Built-up,0.376,0.23,41.151,2024,3,0,-6.2908,106.8293,RGB_PasarMinggu2024.tif,pasarminggu,Jakarta Selatan,3156.405153,0.027107617240444564,0.01691515315803741,0,1,1.8909090909090909
jakarta selatan,pesanggrahan,42.224,77.59,37.77,23.82,Built-up,0.336,0.178,39.475,2024,3,0,-6.2504,106.7587,RGB_Pesanggrahan2024.tif,pesanggrahan,Jakarta Selatan,3062.8652500000003,0.040290088638195005,0.02675261885576148,0,1,2.388489208633093
jakarta selatan,setiabudi,41.826,77.598,36.75,17.99,Built-up,0.314,0.133,38.154,2024,3,0,-6.2196,106.83,RGB_Setiabudi2024.tif,setiabudi,Jakarta Selatan,2960.674092,0.05265929436545551,0.03612427593470247,0,1,2.9442060085836905
jakarta selatan,tebet,40.289,74.749,37.84,17.948,Built-up,0.229,0.137,38.154,2024,3,0,-6.2289,106.8509,RGB_Tebet2024.tif,tebet,Jakarta Selatan,2851.973346,0.05277601857715854,0.04069031032298923,0,1,3.2531645569620253
jakarta timur,cakung,41.677,73.563,37.53,7.969,Built-up,0.276,0.102,38.154,2024,3,0,-6.1885,106.9409,RGB_Cakung2024.tif,cakung,Jakarta Timur,2806.7227020000005,0.11149514996097669,0.08072248857174712,0,1,3.584158415841584
jakarta timur,cipayung,38.873,76.048,36.39,48.413,Built-up,0.452,0.257,41.151,2024,3,0,-6.4297,106.8028,RGB_Cipayung_2024(1).tif,cipayung,Jakarta Timur,3129.4512480000003,0.02023758929836278,0.011090198935502804,0,1,1.535014005602241
jakarta timur,ciracas,38.56,74.788,37.21,53.48,Built-up,0.358,0.263,41.151,2024,3,0,-6.3339,106.8784,RGB_Ciracas2024.tif,ciracas,Jakarta Timur,3077.600988,0.018355359765051395,0.011784140969162997,0,1,1.7685950413223142
jakarta timur,durensawit,41.032,74.0,38.1,16.888,Built-up,0.285,0.139,38.194,2024,3,0,-6.2325,106.9206,RGB_DurenSawit2024.tif,durensawit,Jakarta Timur,2826.356,0.05590339892665473,0.03997093023255814,0,1,2.99163179916318
jakarta timur,jatinegara,39.731,73.715,38.21,18.159,Built-up,0.26,0.126,38.154,2024,3,0,-6.2273,106.8774,RGB_Jatinegara2024.tif,jatinegara,Jakarta Timur,2812.5221100000003,0.05219479095986221,0.038624145310298036,0,1,3.2743362831858405
jakarta timur,kramatjati,36.31,68.173,37.67,30.295,Built-up,0.302,0.152,40.875,2024,3,0,-6.2763,106.8654,RGB_Cakung2024.tif,kramatjati,Jakarta Timur,2786.571375,0.031953986259785905,0.02230388240933056,0,1,2.7698412698412698
jakarta timur,makasar,37.409,70.407,37.13,25.658,Built-up,0.45,0.16,40.498,2024,3,0,-6.2663,106.8911,RGB_Makasar2024.tif,makasar,Jakarta Timur,2851.3426859999995,0.037512191462225224,0.020631705304223875,0,1,2.1153846153846154
jakarta timur,matraman,40.012,73.495,38.32,12.702,Built-up,0.224,0.132,38.154,2024,3,0,-6.2036,106.8645,RGB_Matraman2024.tif,matraman,Jakarta Timur,2804.1282300000003,0.07298204641658153,0.056634068019267264,0,1,3.3448275862068964
jakarta timur,pasarrebo,38.285,73.633,37.08,48.623,Built-up,0.353,0.252,41.151,2024,3,0,-6.3264,106.8573,RGB_Cakung2024.tif,pasarrebo,Jakarta Timur,3030.071583,0.020151945670354474,0.013038308848719345,0,1,1.8380681818181819
jakarta timur,pulogadung,40.779,73.259,38.1,10.47,Built-up,0.25,0.136,38.154,2024,3,0,-6.1932,106.889,RGB_Cakung2024.tif,pulogadung,Jakarta Timur,2795.1238860000003,0.08718395815170009,0.06538796861377506,0,1,3.1779661016949152
jakarta pusat,cempakaputih,40.973,72.742,38.2,8.401,Built-up,0.203,0.095,38.154,2024,3,0,-6.1809,106.8681,RGB_CempakaPutih2024.tif,cempakaputih,Jakarta Pusat,2775.3982680000004,0.10637166258908627,0.08477821508350175,0,1,4.087179487179487
jakarta pusat,gambir,41.264,73.28,37.14,7.605,Built-up,0.236,0.061,38.154,2024,3,0,-6.1715,106.8181,RGB_Gambir2024.tif,gambir,Jakarta Pusat,2795.9251200000003,0.11621150493898895,0.08878558977338756,0,1,4.745341614906832
jakarta pusat,joharbaru,40.974,72.744,38.15,8.969,Built-up,0.177,0.076,38.154,2024,3,0,-6.1821,106.8546,RGB_JoharBaru2024.tif,joharbaru,Jakarta Pusat,2775.474576,0.10031096398836394,0.08255592336242351,0,1,4.676136363636363
jakarta pusat,kemayoran,40.965,72.658,37.1,6.168,Built-up,0.213,0.103,38.154,2024,3,0,-6.1627,106.8558,RGB_Kemayoran2024.tif,kemayoran,Jakarta Pusat,2772.1933320000003,0.13950892857142858,0.10979352678571429,0,1,3.876847290640394
jakarta pusat,menteng,41.25,74.579,37.12,10.741,Built-up,0.296,0.099,38.154,2024,3,0,-6.1958,106.8353,RGB_Menteng2024.tif,menteng,Jakarta Pusat,2845.487166,0.08517162081594414,0.05996082105442467,0,1,3.537688442211055
jakarta pusat,sawahbesar,39.854,69.758,36.5,7.059,Built-up,0.206,0.09,38.154,2024,3,0,-6.1539,106.8332,RGB_SawahBesar2024.tif,sawahbesar,Jakarta Pusat,2661.5467320000002,0.12408487405385282,0.09852338999875915,0,1,4.178947368421053
jakarta pusat,senen,41.074,73.034,37.41,10.007,Built-up,0.195,0.092,38.154,2024,3,0,-6.1842,106.8459,RGB_Senen2024.tif,senen,Jakarta Pusat,2786.5392360000005,0.09085127646043427,0.07313527755064958,0,1,4.192708333333333
jakarta pusat,tanahabang,41.922,76.764,37.23,12.45,Built-up,0.314,0.13,38.154,2024,3,0,-6.2054,106.8094,RGB_TanahAbang2024.tif,tanahabang,Jakarta Pusat,2928.8536560000002,0.07434944237918216,0.05100371747211896,0,1,2.9826086956521736
jakarta barat,cengkareng,40.14,54.309,37.18,5.286,Built-up,0.262,0.059,38.718,2024,4,0,-6.1515,106.7369,RGB_Tamansari2024(2).tif,cengkareng,Jakarta Barat,2102.735862,0.15908367801463572,0.11740375437480116,0,0,4.6415094339622645
jakarta barat,grogolpetamburan,39.385,50.664,37.29,6.01,Built-up,0.193,0.06,38.655,2024,4,0,-6.1634,106.7865,RGB_Tamansari2024(2).tif,grogolpetamburan,Jakarta Barat,1958.4169200000001,0.14265335235378032,0.11512125534950071,0,0,5.043749999999999
jakarta barat,kalideres,42.427,59.487,36.98,5.258,Built-up,0.288,0.071,38.74,2024,4,0,-6.1346,106.7039,RGB_Tamansari2024(2).tif,kalideres,Jakarta Barat,2304.5263800000002,0.15979546180888463,0.11377436880792585,0,0,4.16374269005848
jakarta barat,kebonjeruk,40.456,52.295,37.42,10.059,Built-up,0.244,0.118,38.655,2024,4,0,-6.1895,106.7691,RGB_Tamansari2024(2).tif,kebonjeruk,Jakarta Barat,2021.4632250000002,0.09042408897730356,0.0683606112668415,0,0,3.467889908256881
jakarta barat,kembangan,42.262,56.131,37.38,10.349,Built-up,0.352,0.126,38.709,2024,4,0,-6.1982,106.7418,RGB_Tamansari2024(2).tif,kembangan,Jakarta Barat,2172.774879,0.08811349017534584,0.057097541633624106,0,0,2.8672566371681416
jakarta barat,palmerah,38.706,49.982,37.78,10.559,Built-up,0.222,0.122,38.655,2024,4,0,-6.1917,106.7956,RGB_Tamansari2024(2).tif,palmerah,Jakarta Barat,1932.05421,0.08651267410675664,0.06730686045505667,0,0,3.5045045045045047
jakarta barat,tamansari,38.186,51.613,37.66,6.894,Tree cover,0.148,0.061,38.655,2024,4,0,-6.1481,106.8184,RGB_Tamansari2024(2).tif,tamansari,Jakarta Barat,1995.100515,0.12667848999239928,0.10793007347352418,0,0,5.291925465838509
jakarta barat,tambora,39.128,53.233,37.99,5.895,Built-up,0.149,0.048,38.655,2024,4,0,-6.1475,106.8035,RGB_Tamansari2024(2).tif,tambora,Jakarta Barat,2057.721615,0.14503263234227703,0.12342277012327775,0,0,5.749999999999999
jakarta utara,cilincing,32.514,45.195,36.36,3.19,Built-up,0.336,0.068,38.655,2024,4,0,-6.1243,106.9421,RGB_Cilincing2024.tif,cilincing,Jakarta Utara,1747.012725,0.23866348448687355,0.158472553699284,0,0,3.9523809523809517
jakarta utara,kelapagading,35.681,46.097,37.24,5.514,Built-up,0.257,0.062,38.655,2024,4,0,-6.161,106.9037,RGB_KelapaGading2024.tif,kelapagading,Jakarta Utara,1781.879535,0.15351550506601166,0.11406202026404666,0,0,4.586419753086419
jakarta utara,koja,35.102,48.733,37.76,3.739,Built-up,0.176,0.063,38.655,2024,4,0,-6.1215,106.905,RGB_Koja2024.tif,koja,Jakarta Utara,1883.774115,0.21101498206372654,0.17387634522051068,0,0,5.0552147239263805
jakarta utara,pademangan,39.347,54.367,35.61,3.198,Built-up,0.28,0.104,38.655,2024,4,0,-6.1301,106.8381,RGB_Pademangan2024.tif,pademangan,Jakarta Utara,2101.556385,0.23820867079561694,0.1715102429728442,0,0,3.529411764705882
jakarta utara,penjaringan,40.331,57.104,35.15,3.083,Built-up,0.303,0.074,38.677,2024,4,0,-6.115,106.7639,RGB_Penjaringan2024.tif,penjaringan,Jakarta Utara,2208.6114079999998,0.24491795248591722,0.17070781288268433,0,0,4.005747126436782
jakarta utara,tanjungpriok,37.415,51.61,36.57,4.06,Built-up,0.197,0.101,38.655,2024,4,0,-6.1319,106.875,RGB_TanjungPriok2024.tif,tanjungpriok,Jakarta Utara,1994.9845500000001,0.19762845849802374,0.15869565217391304,0,0,3.99502487562189
jakarta selatan,cilandak,60.299,107.423,36.92,37.329,Built-up,0.404,0.193,41.652,2024,4,0,-6.2927,106.7933,RGB_Cilandak2024.tif,cilandak,Jakarta Selatan,4474.382796,0.026089905815440007,0.015549583866002244,0,0,2.034129692832764
jakarta selatan,jagakarsa,64.157,125.825,36.54,57.304,Built-up,0.433,0.27,41.652,2024,4,0,-6.334,106.8224,RGB_Jagakarsa2024.tif,jagakarsa,Jakarta Selatan,5240.8629,0.017151481888035124,0.009724890230515915,1,0,1.5324324324324323
jakarta selatan,kebayoranbaru,45.415,66.59,36.99,22.272,Built-up,0.355,0.16,39.569,2024,4,0,-6.2447,106.8014,RGB_KebayoranBaru2024.tif,kebayoranbaru,Jakarta Selatan,2634.89971,0.042970092815400485,0.027715709865933313,0,0,2.480769230769231
jakarta selatan,kebayoranlama,50.36,80.772,37.51,25.395,Built-up,0.355,0.143,40.215,2024,4,0,-6.2495,106.7801,RGB_KebayoranLama2024.tif,kebayoranlama,Jakarta Selatan,3248.2459800000006,0.03788596325061565,0.024436446296647093,0,0,2.6543209876543212
jakarta selatan,mampangprapatan,45.471,66.421,36.9,21.604,Built-up,0.335,0.146,40.019,2024,4,0,-6.2523,106.821,RGB_MampangPrapatan2024.tif,mampangprapatan,Jakarta Selatan,2658.101999,0.04423995752964077,0.029419571757211115,0,0,2.7032520325203255
jakarta selatan,pancoran,46.014,70.613,36.97,25.372,Built-up,0.325,0.19,40.598,2024,4,0,-6.2553,106.8436,RGB_Pancoran2024.tif,pancoran,Jakarta Selatan,2866.746574,0.03791900500530866,0.02559532837858335,0,0,2.3275862068965516
jakarta selatan,pasarminggu,54.996,96.209,37.01,35.89,Built-up,0.392,0.23,41.652,2024,4,0,-6.2908,106.8293,RGB_PasarMinggu2024.tif,pasarminggu,Jakarta Selatan,4007.2972680000003,0.027107617240444564,0.016481431282190293,0,0,1.8424242424242423
jakarta selatan,pesanggrahan,49.382,77.645,37.94,23.82,Built-up,0.358,0.178,39.981,2024,4,0,-6.2504,106.7587,RGB_Pesanggrahan2024.tif,pesanggrahan,Jakarta Selatan,3104.324745,0.040290088638195005,0.025866236905721193,0,0,2.3093525179856114
jakarta selatan,setiabudi,39.801,51.49,36.11,17.99,Built-up,0.322,0.133,38.655,2024,4,0,-6.2196,106.83,RGB_Setiabudi2024.tif,setiabudi,Jakarta Selatan,1990.3459500000001,0.05265929436545551,0.035703001579778834,0,0,2.909871244635193
jakarta selatan,tebet,38.049,49.879,37.31,17.948,Built-up,0.235,0.137,38.655,2024,4,0,-6.2289,106.8509,RGB_Tebet2024.tif,tebet,Jakarta Selatan,1928.072745,0.05277601857715854,0.040373654211526284,0,0,3.2278481012658227
jakarta timur,cakung,35.514,46.604,37.67,7.969,Built-up,0.319,0.102,38.655,2024,4,0,-6.1885,106.9409,RGB_Cakung2024.tif,cakung,Jakarta Timur,1801.4776200000001,0.11149514996097669,0.07592819712342513,0,0,3.371287128712871
jakarta timur,cipayung,56.687,107.489,36.06,48.413,Built-up,0.474,0.257,41.652,2024,4,1,-6.3253,106.9036,RGB_Cipayung_2024(1).tif,cipayung,Jakarta Timur,4477.1318280000005,0.02023758929836278,0.010644971970938822,0,0,1.473389355742297
jakarta timur,ciracas,58.101,115.329,37.38,53.48,Built-up,0.376,0.263,41.652,2024,4,0,-6.3339,106.8784,RGB_Ciracas2024.tif,ciracas,Jakarta Timur,4803.683508,0.018355359765051395,0.01145374449339207,1,0,1.71900826446281
jakarta timur,durensawit,37.099,52.245,38.08,16.888,Built-up,0.295,0.139,38.696,2024,4,0,-6.2325,106.9206,RGB_DurenSawit2024.tif,durensawit,Jakarta Timur,2021.6725199999998,0.05590339892665473,0.03941189624329159,0,0,2.9497907949790796
jakarta timur,jatinegara,37.413,49.295,38.19,18.159,Built-up,0.268,0.126,38.655,2024,4,0,-6.2273,106.8774,RGB_Jatinegara2024.tif,jatinegara,Jakarta Timur,1905.498225,0.05219479095986221,0.03820658698261913,0,0,3.238938053097345
jakarta timur,kramatjati,46.216,76.897,37.54,30.295,Built-up,0.319,0.152,41.376,2024,4,0,-6.2763,106.8654,RGB_Cakung2024.tif,kramatjati,Jakarta Timur,3181.6902720000003,0.031953986259785905,0.021760664642914204,0,0,2.7023809523809526
jakarta timur,makasar,44.417,70.189,37.14,25.658,Built-up,0.467,0.16,41.0,2024,4,0,-6.2663,106.8911,RGB_Makasar2024.tif,makasar,Jakarta Timur,2877.749,0.037512191462225224,0.01999399804936604,0,0,2.05
jakarta timur,matraman,36.517,47.394,38.32,12.702,Built-up,0.215,0.132,38.655,2024,4,0,-6.2036,106.8645,RGB_Matraman2024.tif,matraman,Jakarta Timur,1832.01507,0.07298204641658153,0.0572909064370165,0,0,3.3836206896551726
jakarta timur,pasarrebo,57.284,112.9,37.28,48.623,Built-up,0.371,0.252,41.652,2024,4,0,-6.3264,106.8573,RGB_Cakung2024.tif,pasarrebo,Jakarta Timur,4702.5108,0.020151945670354474,0.012675573826652964,1,0,1.7869318181818183
jakarta timur,pulogadung,35.288,44.816,38.1,10.47,Built-up,0.268,0.136,38.655,2024,4,0,-6.1932,106.889,RGB_Cakung2024.tif,pulogadung,Jakarta Timur,1732.3624800000002,0.08718395815170009,0.06381865736704447,0,0,3.101694915254237
jakarta pusat,cempakaputih,33.445,40.872,38.61,8.401,Built-up,0.231,0.095,38.655,2024,4,0,-6.1809,106.8681,RGB_CempakaPutih2024.tif,cempakaputih,Jakarta Pusat,1579.90716,0.10637166258908627,0.08179980853100735,0,0,3.9435897435897433
jakarta pusat,gambir,34.078,43.638,37.3,7.605,Built-up,0.229,0.061,38.655,2024,4,0,-6.1715,106.8181,RGB_Gambir2024.tif,gambir,Jakarta Pusat,1686.82689,0.11621150493898895,0.08959907030796048,0,0,4.788819875776397
jakarta pusat,joharbaru,33.448,40.886,38.71,8.969,Built-up,0.173,0.076,38.655,2024,4,0,-6.1821,106.8546,RGB_JoharBaru2024.tif,joharbaru,Jakarta Pusat,1580.4483300000002,0.10031096398836394,0.08295716721837697,0,0,4.698863636363637
jakarta pusat,kemayoran,33.645,41.624,37.79,6.168,Built-up,0.223,0.103,38.655,2024,4,0,-6.1627,106.8558,RGB_Kemayoran2024.tif,kemayoran,Jakarta Pusat,1608.9757200000001,0.13950892857142858,0.1083984375,0,0,3.8275862068965516
jakarta pusat,menteng,36.081,46.525,36.43,10.741,Built-up,0.28,0.099,38.655,2024,4,0,-6.1958,106.8353,RGB_Menteng2024.tif,menteng,Jakarta Pusat,1798.423875,0.08517162081594414,0.061323566987479775,0,0,3.618090452261306
jakarta pusat,sawahbesar,37.197,49.709,36.81,7.059,Built-up,0.214,0.09,38.655,2024,4,0,-6.1539,106.8332,RGB_SawahBesar2024.tif,sawahbesar,Jakarta Pusat,1921.5013950000002,0.12408487405385282,0.09753071100632832,0,0,4.136842105263158
jakarta pusat,senen,33.85,42.452,37.33,10.007,Built-up,0.21,0.092,38.655,2024,4,0,-6.1842,106.8459,RGB_Senen2024.tif,senen,Jakarta Pusat,1640.98206,0.09085127646043427,0.07177250840374308,0,0,4.114583333333333
jakarta pusat,tanahabang,38.817,50.688,36.53,12.45,Built-up,0.302,0.13,38.655,2024,4,0,-6.2054,106.8094,RGB_TanahAbang2024.tif,tanahabang,Jakarta Pusat,1959.3446400000003,0.07434944237918216,0.051895910780669144,0,0,3.034782608695652
